"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","direction"
2.49478078071637e-10,-3.35960576493866,0.008,0.391,4.87804486053472e-06,"KCNE4","Up in Astrocytes"
2.63078676592322e-10,-4.60998313239773,0.025,0.551,5.14397736340967e-06,"TGFBR3","Up in Astrocytes"
2.66588524575187e-10,-3.52709017233296,0.008,0.449,5.21260542101863e-06,"ZCCHC24","Up in Astrocytes"
3.19192802314189e-10,1.81746828876391,0.975,0.739,6.24117686364934e-06,"RPL37A","Up in Neurons"
3.85144273333996e-10,-4.0138814330628,0.076,0.826,7.53072597649963e-06,"HIF3A","Up in Astrocytes"
3.85837099963647e-10,-3.92420584539122,0.042,0.435,7.54427281558918e-06,"SUOX","Up in Astrocytes"
3.91900548911936e-10,-3.93477870918583,0.092,0.855,7.66283143287509e-06,"RAB31","Up in Astrocytes"
4.06503796823069e-10,1.9982831391923,0.924,0.623,7.94836873928148e-06,"RPS20","Up in Neurons"
4.10672897436681e-10,-2.77326108339718,0.017,0.42,8.02988716357942e-06,"APOC1","Up in Astrocytes"
4.15470086837549e-10,-3.00455806533207,0.109,0.768,8.12368660793459e-06,"PFKFB3","Up in Astrocytes"
4.41511629995606e-10,1.90785024827349,0.849,0.536,8.63287690130409e-06,"RPL7A","Up in Neurons"
4.42325016134848e-10,2.92155839024243,0.42,0.058,8.64878104048468e-06,"TP53I11","Up in Neurons"
4.49136182349691e-10,-4.30217240370789,0.008,0.507,8.78195977348351e-06,"MRO","Up in Astrocytes"
4.99848784867471e-10,3.69627843950436,0.571,0.232,9.77354329051366e-06,"PTPRO","Up in Neurons"
5.27855184470277e-10,-4.40160781769626,0.05,0.623,1.03211524219473e-05,"KAT2B","Up in Astrocytes"
5.81013965365453e-10,-3.2838954663283,0.084,0.725,1.13605660647907e-05,"KCNA2","Up in Astrocytes"
6.03154573723343e-10,2.37625170130761,0.916,0.609,1.17934813800125e-05,"HNRNPA1","Up in Neurons"
6.39370770593203e-10,-3.05353439313348,0.076,0.362,1.25016166774089e-05,"MINK1","Up in Astrocytes"
6.98038991063691e-10,-3.07602453088863,0.017,0.348,1.36487563922683e-05,"INPP4B","Up in Astrocytes"
7.17780435168096e-10,-3.88486885888798,0.017,0.333,1.40347608488418e-05,"SMAD3","Up in Astrocytes"
7.2609641783967e-10,3.59815355147506,0.849,0.203,1.41973632580191e-05,"NELL2","Up in Neurons"
7.27521210484774e-10,1.38055717896366,1,0.986,1.42252222286088e-05,"PTPRS","Up in Neurons"
7.49599397497672e-10,-1.99075231826264,0.202,0.884,1.4656917019272e-05,"NBPF14","Up in Astrocytes"
7.64634540853385e-10,-3.66021288544396,0.05,0.71,1.49508991773062e-05,"ARHGEF4","Up in Astrocytes"
7.65443413510036e-10,-3.39621993152069,0.193,0.638,1.49667150643617e-05,"NR4A1","Up in Astrocytes"
8.25641581907454e-10,-2.7679618728185,0.395,0.942,1.61437698510365e-05,"LAMP2","Up in Astrocytes"
8.68883358077508e-10,1.69932399857105,0.966,0.58,1.69892763004895e-05,"RPS3A","Up in Neurons"
8.80853109230992e-10,-2.87304855240034,0,0.391,1.72233208447936e-05,"CYP4F11","Up in Astrocytes"
8.91985461628274e-10,-3.44623396065836,0.042,0.333,1.74409917312176e-05,"SEPT4","Up in Astrocytes"
9.48348584480704e-10,-1.64672797969062,0.017,0.536,1.85430598723512e-05,"TAPBP","Up in Astrocytes"
1.03374317709527e-09,3.16267500618663,0.731,0.681,2.02127803417438e-05,"SQLE","Up in Neurons"
1.08234681408257e-09,-3.34884976679601,0,0.348,2.11631272557565e-05,"TXLNG2P","Up in Astrocytes"
1.13660985806168e-09,3.14614321604727,0.79,0.536,2.22241325546799e-05,"TTC28","Up in Neurons"
1.20479188712053e-09,-3.74192573427507,0.042,0.652,2.35572957688676e-05,"NPL","Up in Astrocytes"
1.25589114962214e-09,-2.38291746256975,0.05,0.493,2.45564396485618e-05,"ROBO3","Up in Astrocytes"
1.26352142992966e-09,1.32310063757361,0.773,0.362,2.47056345194147e-05,"ELAVL3","Up in Neurons"
1.33826002120354e-09,4.18707634249483,0.37,0.087,2.61669981945928e-05,"ST6GAL1","Up in Neurons"
1.49375719773376e-09,-4.45506383086089,0.076,0.725,2.92074344872882e-05,"ARHGAP26","Up in Astrocytes"
1.50979236985425e-09,-3.34309315345723,0.008,0.348,2.95209702077601e-05,"HSPA2","Up in Astrocytes"
1.51836559151935e-09,-2.07821463532584,0.605,0.986,2.96886024109778e-05,"MKLN1","Up in Astrocytes"
1.58690159892836e-09,1.79248312300066,0.891,0.391,3.10286869638462e-05,"RPL6","Up in Neurons"
1.6270684197656e-09,-2.30467029932283,0.395,0.826,3.18140688116769e-05,"BSG","Up in Astrocytes"
1.67271762793066e-09,-3.79031401420305,0.118,0.652,3.27066477789282e-05,"PEX2","Up in Astrocytes"
1.74011800994857e-09,-3.22957243356702,0.017,0.377,3.40245274485245e-05,"CIB1","Up in Astrocytes"
1.7659484176599e-09,-3.95833636022464,0.084,0.783,3.4529589410504e-05,"NFE2L2","Up in Astrocytes"
1.95371700827066e-09,2.44928741912656,0.916,0.507,3.82010286627162e-05,"RPL4","Up in Neurons"
1.98756105837719e-09,-3.56355639576391,0.059,0.522,3.88627813744491e-05,"CCND3","Up in Astrocytes"
2.01229780265949e-09,-3.40243147060614,0.05,0.768,3.93464589354011e-05,"C14orf159","Up in Astrocytes"
2.11273769023427e-09,-3.35607230754351,0.017,0.304,4.13103600571506e-05,"CAPS2","Up in Astrocytes"
2.1475782190677e-09,3.89858749507506,0.639,0.406,4.19915969174307e-05,"XPR1","Up in Neurons"
2.18334486015932e-09,-3.32329225442913,0.227,0.855,4.26909420506952e-05,"CHN1","Up in Astrocytes"
2.26720315050302e-09,-3.27730067389176,0.034,0.435,4.43306232017855e-05,"RND1","Up in Astrocytes"
2.41040869742838e-09,4.44364201365698,0.403,0.072,4.71307212608172e-05,"KCNMB4","Up in Neurons"
2.52863022403145e-09,-1.90420983543244,0.597,0.942,4.94423067704869e-05,"DCUN1D1","Up in Astrocytes"
2.59462087697287e-09,2.60098897612946,0.84,0.71,5.07326220074505e-05,"ZEB2","Up in Neurons"
2.65423333775397e-09,3.02434819069864,0.689,0.203,5.18982244531033e-05,"RBFOX1","Up in Neurons"
2.70151326678305e-09,-2.9867244614627,0.008,0.362,5.2822688905409e-05,"NID1","Up in Astrocytes"
2.75863002705048e-09,2.93647554636681,0.849,0.507,5.39394929189181e-05,"NEDD4L","Up in Neurons"
2.85617397664479e-09,-3.61559884181833,0.16,0.884,5.58467697653355e-05,"ITGAV","Up in Astrocytes"
3.13311765346454e-09,-3.88164775280149,0.008,0.406,6.12618494781921e-05,"SRPX2","Up in Astrocytes"
3.42716771624935e-09,-2.08994438394689,0.689,1,6.70114103558235e-05,"SYNE1","Up in Astrocytes"
3.44197390181912e-09,-3.8018044350554,0.118,0.913,6.73009157022692e-05,"RFX4","Up in Astrocytes"
3.50451420964349e-09,-3.09650565822598,0.092,0.565,6.85237663411591e-05,"SULT1A1","Up in Astrocytes"
3.5514341564864e-09,1.97405195993314,0.857,0.362,6.94411920617787e-05,"RPS21","Up in Neurons"
3.57828901719784e-09,-3.67983045237764,0.017,0.754,6.99662851532694e-05,"KAL1","Up in Astrocytes"
4.05956006952525e-09,-3.49503865636851,0.059,0.783,7.93765780394273e-05,"ADRB1","Up in Astrocytes"
4.08672359696324e-09,-4.74939510457437,0.034,0.681,7.99077064914222e-05,"LIX1","Up in Astrocytes"
4.2492762773097e-09,-3.46346897279773,0.092,0.783,8.30860990502365e-05,"SLC25A37","Up in Astrocytes"
4.474805222343e-09,-3.09627539340702,0,0.348,8.74958665124727e-05,"MAL","Up in Astrocytes"
4.62319590338468e-09,-4.35647135878862,0.017,0.71,9.03973494988806e-05,"EGLN3","Up in Astrocytes"
4.75025495930466e-09,2.20282671913539,0.874,0.696,9.28817352192841e-05,"CSNK1E","Up in Neurons"
4.76288238582439e-09,-3.77823167930088,0.143,0.841,9.31286392900243e-05,"B2M","Up in Astrocytes"
4.8494428909918e-09,-2.12332671642752,0.025,0.435,9.48211568475627e-05,"WHAMMP2","Up in Astrocytes"
5.11145625338708e-09,-2.27750116419101,0.008,0.406,9.99443041224776e-05,"TRIM47","Up in Astrocytes"
5.14375523077224e-09,-3.96501426410053,0.025,0.449,0.00010057584602729,"MAGT1","Up in Astrocytes"
5.17550960765269e-09,3.54648478878277,0.689,0.391,0.000101196739358433,"WIPF3","Up in Neurons"
5.28305301448201e-09,-3.24927543953905,0.034,0.739,0.000103299535592167,"RAPGEF3","Up in Astrocytes"
5.29604707793743e-09,-4.0348433834953,0.101,0.855,0.000103553608514911,"DNAH7","Up in Astrocytes"
5.38640644088537e-09,-3.85910112748143,0.059,0.565,0.000105320405138632,"GLIS3","Up in Astrocytes"
5.46799287024601e-09,-2.78495475199255,0,0.377,0.00010691566459192,"WDFY3-AS2","Up in Astrocytes"
5.55627320211704e-09,1.49777508740002,0.345,0.058,0.000108641809920995,"AKR1C1","Up in Neurons"
6.10320916490123e-09,1.831629682428,0.992,0.884,0.000119336048801314,"EIF4G2","Up in Neurons"
6.10500750662717e-09,3.73948719429536,0.429,0.42,0.000119371211777081,"EPHA7","Up in Neurons"
6.13106891400007e-09,-2.23596356327553,0,0.435,0.000119880790475443,"LINC00092","Up in Astrocytes"
6.53312710852341e-09,3.3131461012873,0.756,0.246,0.000127742234352958,"CTTNBP2","Up in Neurons"
6.54649981559007e-09,3.84655420935654,0.58,0.087,0.000128003710894233,"SLC44A5","Up in Neurons"
6.59385633260282e-09,3.84621414928965,0.529,0.145,0.000128929672871383,"VASH2","Up in Neurons"
6.96817952207062e-09,-2.36493411874847,0.025,0.406,0.000136248814195047,"CERS1","Up in Astrocytes"
7.068823348271e-09,-3.24980267832322,0.008,0.42,0.000138216702928743,"NBR2","Up in Astrocytes"
7.33141807456139e-09,-3.48673890562738,0.218,0.986,0.000143351217611899,"DDAH1","Up in Astrocytes"
7.37648229636679e-09,3.41564643085561,0.714,0.261,0.00014423235834086,"REEP1","Up in Neurons"
7.42324650071042e-09,-3.70287310321458,0.034,0.536,0.000145146738828391,"MOV10","Up in Astrocytes"
7.6475168227296e-09,-1.71108735368052,0.79,0.986,0.000149531896434832,"SORBS1","Up in Astrocytes"
7.68988322314275e-09,2.85049103269227,0.546,0.217,0.00015036028666211,"C6orf174","Up in Neurons"
7.80637054063984e-09,-3.61241145892962,0.143,0.957,0.000152637963181131,"STON2","Up in Astrocytes"
7.83775993449556e-09,1.4691095002098,1,1,0.000153251719999192,"HNRNPH1","Up in Neurons"
8.27822882570453e-09,-4.16878825976222,0.034,0.261,0.000161864208229001,"FAM111A","Up in Astrocytes"
8.41572377314583e-09,-2.94876168761414,0.017,0.739,0.00016455264693632,"NKAIN4","Up in Astrocytes"
8.45998312259201e-09,-3.9600388207042,0.05,0.507,0.000165418049996041,"IL17RB","Up in Astrocytes"
8.53772694394752e-09,-4.03644602623671,0.042,0.522,0.000166938174935006,"MTMR10","Up in Astrocytes"
8.74128437717256e-09,-3.3723880879397,0.042,0.536,0.000170918333426855,"OGFRL1","Up in Astrocytes"
8.76357948209819e-09,-4.13380934075022,0.017,0.348,0.000171354269613466,"TRIM66","Up in Astrocytes"
9.04672049983522e-09,2.59354731931955,0.874,0.681,0.000176890525933278,"SRGAP1","Up in Neurons"
9.18677826598293e-09,2.25426839866254,0.975,0.855,0.000179629075434764,"CCND2","Up in Neurons"
1.02909247866313e-08,-2.41333581825205,0.605,0.971,0.000201218452353001,"TSPAN7","Up in Astrocytes"
1.08853870635898e-08,-4.0298012764168,0.084,0.652,0.000212841973254371,"ZFYVE21","Up in Astrocytes"
1.09401258949824e-08,-3.24298777456805,0.168,0.826,0.000213912281624591,"CHPT1","Up in Astrocytes"
1.10183772014661e-08,1.78744180027949,0.992,0.913,0.000215442329420266,"ATRX","Up in Neurons"
1.11588646478255e-08,-2.59079032520666,0,0.391,0.000218189280458931,"KLF15","Up in Astrocytes"
1.20875539830345e-08,1.85958862145836,0.899,0.652,0.000236347943030273,"RPLP2","Up in Neurons"
1.2351330678369e-08,-3.02551496094205,0.034,0.696,0.00024150556875415,"ENOSF1","Up in Astrocytes"
1.25036735743953e-08,2.35693747406357,0.941,0.841,0.000244484329400152,"ENAH","Up in Neurons"
1.30819378994837e-08,2.82377315261813,0.748,0.478,0.000255791131748604,"FABP7","Up in Neurons"
1.33133125143137e-08,-1.30934205879252,0.798,1,0.000260315199592376,"CNN3","Up in Astrocytes"
1.38998262229386e-08,-3.10913400331658,0.303,0.928,0.000271783302137118,"DKK3","Up in Astrocytes"
1.43027001742154e-08,4.55801984050647,0.504,0.203,0.000279660696506434,"MMP16","Up in Neurons"
1.48822644928942e-08,-3.6380682351776,0.151,0.913,0.000290992917629561,"CSGALNACT1","Up in Astrocytes"
1.51511960215892e-08,-2.93713386531959,0.311,0.884,0.000296251335810134,"SLC3A2","Up in Astrocytes"
1.56879400155934e-08,-3.84845584385495,0.042,0.522,0.000306746291124898,"DCHS2","Up in Astrocytes"
1.64789983274367e-08,3.98117888434058,0.563,0.13,0.00032221385429637,"BCL11B","Up in Neurons"
1.65558373773678e-08,2.06554049708611,0.924,0.855,0.000323716288239673,"CDC42","Up in Neurons"
1.75255157920516e-08,2.43020096035217,0.924,0.623,0.000342676410281985,"DPYSL3","Up in Neurons"
1.80062283936901e-08,2.12452784880354,0.95,0.609,0.000352075783781823,"C17orf76-AS1","Up in Neurons"
1.83753044221497e-08,1.76400875149901,0.958,0.754,0.000359292327366294,"RPS14","Up in Neurons"
1.86979180091525e-08,-2.58107300034222,0.05,0.652,0.00036560039083296,"COL16A1","Up in Astrocytes"
1.88286848222234e-08,2.90610586945549,0.815,0.449,0.000368157274328935,"MTSS1","Up in Neurons"
1.91881401213648e-08,3.60958446635626,0.723,0.188,0.000375185703793046,"CSRP2","Up in Neurons"
1.92761772207336e-08,-3.39937711286015,0.092,0.739,0.000376907093197004,"PITPNC1","Up in Astrocytes"
2.02148593246448e-08,-3.97482853315799,0.084,0.551,0.000395261144374779,"LAMA1","Up in Astrocytes"
2.1938940303345e-08,2.5536355941805,0.95,0.652,0.000428972099751304,"FNBP1L","Up in Neurons"
2.1995829764009e-08,2.06894130334384,0.891,0.681,0.000430084459375668,"CFL1","Up in Neurons"
2.2078394807923e-08,-2.71720930017167,0.235,0.884,0.000431698853679318,"FAM171B","Up in Astrocytes"
2.40645968216757e-08,-2.85287964816377,0.109,0.493,0.000470535061654225,"SLC22A5","Up in Astrocytes"
2.53488407003454e-08,-3.23988655743961,0.101,0.841,0.000495645882213854,"TGFB2","Up in Astrocytes"
2.53998319652345e-08,-3.9690946406619,0.017,0.435,0.00049664291441623,"TJP2","Up in Astrocytes"
2.57850889953236e-08,-2.32178189700694,0.412,0.928,0.000504175845125563,"AHI1","Up in Astrocytes"
2.59038190182101e-08,-1.96519626781246,0.076,0.652,0.000506497373263063,"IFI6","Up in Astrocytes"
2.65158035320724e-08,-3.63030020100939,0.227,0.623,0.000518463506462611,"IDI2-AS1","Up in Astrocytes"
2.79927440270718e-08,-2.51513647970634,0.42,0.913,0.000547342123961335,"SRI","Up in Astrocytes"
2.95551790649132e-08,-3.06339512594125,0.05,0.348,0.000577892416256248,"CMBL","Up in Astrocytes"
3.13579022486779e-08,-2.83036808138516,0.008,0.333,0.0006131410626684,"ALDH4A1","Up in Astrocytes"
3.14326116095486e-08,3.43493527366014,0.739,0.261,0.000614601854801503,"ROBO2","Up in Neurons"
3.1541990323224e-08,-3.97799027916152,0.034,0.435,0.000616740536789999,"POC1B","Up in Astrocytes"
3.19655051654852e-08,-2.49459908986565,0.622,0.942,0.000625021522500733,"FOS","Up in Astrocytes"
3.24429072190279e-08,-3.6202084179176,0.076,0.638,0.000634356164853652,"FNDC3B","Up in Astrocytes"
3.31321218943934e-08,2.97743147450777,0.765,0.478,0.000647832379401074,"HMGCR","Up in Neurons"
3.45318351171117e-08,3.54176286006628,0.672,0.391,0.000675200972044884,"ENC1","Up in Neurons"
3.5962882305166e-08,-2.4298026954328,0.546,0.928,0.00070318223771291,"ENO1","Up in Astrocytes"
3.82331648662403e-08,1.55792151263688,0.983,0.826,0.000747573072629597,"RPS27A","Up in Neurons"
3.91180113869839e-08,-2.83969281252201,0.303,0.899,0.000764874476649696,"LRP1B","Up in Astrocytes"
3.93987393639442e-08,-2.97511973195892,0.101,0.594,0.000770363550783202,"PION","Up in Astrocytes"
4.11126565798747e-08,4.19619361255101,0.42,0.058,0.00080387577410629,"GPR85","Up in Neurons"
4.19655716452761e-08,-0.210833110691505,1,1,0.000820552822380084,"no-feature","Up in Astrocytes"
4.20498414080508e-08,-3.39074144966304,0.017,0.29,0.000822200549051617,"FGGY","Up in Astrocytes"
4.31376398634877e-08,-3.0678683333083,0,0.304,0.000843470272250775,"PLSCR1","Up in Astrocytes"
4.31818695145048e-08,-2.53432455830403,0.353,0.841,0.000844335094617113,"SIK3","Up in Astrocytes"
4.39189199077827e-08,-1.97804155026241,0.622,0.913,0.000858746640956874,"PTPLAD1","Up in Astrocytes"
4.41877361392565e-08,-3.82202964281365,0.025,0.319,0.000864002804730883,"STAT1","Up in Astrocytes"
4.45988282351445e-08,2.35977174090529,0.924,0.652,0.00087204088848178,"YWHAG","Up in Neurons"
4.54080932348436e-08,-3.4483069949186,0.008,0.551,0.000887864447020897,"PIPOX","Up in Astrocytes"
4.62786326538647e-08,-3.54252311035666,0.092,0.71,0.000904886104281017,"SSFA2","Up in Astrocytes"
4.67684213187211e-08,2.89321376199866,0.269,0.087,0.000914462942044954,"C9orf30","Up in Neurons"
4.83194895529245e-08,1.59540123148585,0.941,0.594,0.000944790979228333,"RPL27A","Up in Neurons"
4.89925608366409e-08,-3.01885384696203,0.185,0.942,0.000957951542038839,"ZFHX4","Up in Astrocytes"
5.21623480956768e-08,-1.21821012165974,0.95,0.826,0.00101993039231477,"RPL41","Up in Astrocytes"
5.21895685900423e-08,-3.59699223718324,0.025,0.449,0.0010204626346411,"FLJ46906","Up in Astrocytes"
5.30498050161296e-08,2.29586074326479,0.849,0.681,0.00103728283748038,"AKT3","Up in Neurons"
5.3150737994282e-08,-2.81382151093155,0.269,0.841,0.0010392563800022,"TACC1","Up in Astrocytes"
5.34497157257552e-08,2.68930467500607,0.824,0.275,0.00104510229158569,"DYNLT1","Up in Neurons"
5.41715476288271e-08,1.70147158546533,0.933,0.71,0.00105921627078646,"RPL38","Up in Neurons"
5.96223842968683e-08,3.19567506461231,0.529,0.217,0.00116579648015667,"ASXL3","Up in Neurons"
6.05015328821522e-08,-3.44042009083193,0.076,0.71,0.00118298647244472,"ACAA2","Up in Astrocytes"
6.30837310362467e-08,-2.75743156099765,0.277,0.87,0.00123347619295173,"FMN2","Up in Astrocytes"
6.41386184031134e-08,-3.86828144525074,0.042,0.928,0.00125410240563608,"SLC15A2","Up in Astrocytes"
6.78836096278642e-08,2.4853929195096,0.815,0.71,0.00132732821905363,"ZC2HC1A","Up in Neurons"
6.85746366097188e-08,2.71810196420752,0.798,0.319,0.00134083986962983,"CDR1","Up in Neurons"
6.92693617515014e-08,2.63092750778801,0.857,0.551,0.00135442383032711,"ZNF91","Up in Neurons"
7.08295165006915e-08,-3.07281156740092,0.168,0.884,0.00138492953613802,"PHLPP1","Up in Astrocytes"
7.33955868317072e-08,-3.44523493704882,0.059,0.913,0.00143510390932037,"PAPLN","Up in Astrocytes"
7.35739994941612e-08,2.63447390133617,0.723,0.478,0.00143859241210933,"TMEM57","Up in Neurons"
7.46960298019027e-08,2.03808004375072,0.983,0.739,0.0014605314707166,"MAP2","Up in Neurons"
7.8676772285817e-08,-0.872939035344384,0.95,1,0.00153836692850458,"PNISR","Up in Astrocytes"
7.97529213940035e-08,2.6507877166466,0.891,0.348,0.00155940887201695,"CDK5R1","Up in Neurons"
8.01878458598499e-08,-1.68782908390059,0.756,0.942,0.00156791295009764,"SRSF5","Up in Astrocytes"
8.23235677238407e-08,-3.08454422807337,0.008,0.304,0.00160967271970426,"SKAP2","Up in Astrocytes"
9.11427134309531e-08,3.05008614468448,0.689,0.29,0.00178211347571543,"SRRM4","Up in Neurons"
9.37596464779654e-08,2.78088966109111,0.866,0.522,0.00183328236758366,"MLLT3","Up in Neurons"
9.39848481434876e-08,-2.94244192042185,0.202,0.899,0.00183768573574961,"ALCAM","Up in Astrocytes"
9.75373002099852e-08,-3.14620424015944,0.092,0.797,0.00190714683100584,"PCGF5","Up in Astrocytes"
9.80844956981946e-08,1.69974035683177,0.975,0.71,0.0019178461443868,"RPL23","Up in Neurons"
1.02919994144849e-07,-3.05701865177726,0.059,0.464,0.00201239464551423,"SELM","Up in Astrocytes"
1.08439443087418e-07,3.54248091265526,0.471,0.203,0.00212031643068829,"CBLB","Up in Neurons"
1.14630862999013e-07,-3.1767370664861,0.008,0.275,0.00224137726421971,"ADARB2","Up in Astrocytes"
1.16478969166725e-07,-3.57841418705478,0.067,0.797,0.00227751328411697,"C6orf192","Up in Astrocytes"
1.23245931078791e-07,4.56468333195313,0.277,0.058,0.00240982769038359,"CDH6","Up in Neurons"
1.23333013561588e-07,-3.43210119167464,0.059,0.275,0.00241153041416972,"MCEE","Up in Astrocytes"
1.30454449009703e-07,-3.23937118182743,0.168,0.71,0.00255077584148672,"LAP3","Up in Astrocytes"
1.31290070562787e-07,3.47356331715199,0.496,0.058,0.00256711474971417,"ADD2","Up in Neurons"
1.41861482141028e-07,-2.81458614059708,0.092,0.841,0.00277381756030351,"EPB41L2","Up in Astrocytes"
1.48582814177293e-07,2.63039905506307,0.832,0.522,0.00290523976560861,"FAM110B","Up in Neurons"
1.57678333286641e-07,-3.55726546113935,0.017,0.594,0.0030830844507537,"S100A16","Up in Astrocytes"
1.67979573079983e-07,3.55389413194444,0.496,0.13,0.0032845045924329,"LDOC1L","Up in Neurons"
1.73066624406757e-07,1.27405376894673,0.992,1,0.00338397170702532,"PPP1CB","Up in Neurons"
1.74411952106861e-07,-2.82784792466359,0,0.304,0.00341027689954545,"PRKCQ","Up in Astrocytes"
1.81323016467758e-07,-3.07277873042623,0.034,0.609,0.00354540894099408,"MAPK4","Up in Astrocytes"
1.82305316538486e-07,-3.99858090337786,0.059,0.406,0.00356461585427701,"PIGA","Up in Astrocytes"
1.91324759298908e-07,1.76445086524345,0.958,0.594,0.00374097301857155,"EEF1G","Up in Neurons"
1.91730977884219e-07,-3.62531100394699,0.025,0.348,0.00374891581057013,"C5","Up in Astrocytes"
2.06720760089505e-07,3.02688985493092,0.328,0.014,0.00404201102203009,"MYCN","Up in Neurons"
2.07211195575373e-07,2.94939528964123,0.672,0.362,0.00405160050708527,"KIF3C","Up in Neurons"
2.09413096106136e-07,-2.96692686089867,0.235,0.957,0.00409465426816329,"SOX9","Up in Astrocytes"
2.13504031350508e-07,1.78016689624784,0.908,0.406,0.00417464432499648,"RPL26","Up in Neurons"
2.16226393804947e-07,-3.16846580249883,0.21,0.681,0.00422787467806812,"SEMA4D","Up in Astrocytes"
2.2046235073148e-07,1.7662824699123,0.916,0.725,0.00431070034385263,"UBA52","Up in Neurons"
2.23597879984943e-07,-3.00720342924709,0.143,0.783,0.0043720093473456,"BMP2K","Up in Astrocytes"
2.32276166038345e-07,1.62420327354332,0.941,0.406,0.00454169587454776,"RPL37","Up in Neurons"
2.40226585269159e-07,-2.87257101316847,0.008,0.29,0.00469715042176786,"C20orf132","Up in Astrocytes"
2.45246400687722e-07,-4.01657073280795,0.05,0.464,0.00479530287264703,"TMEM56","Up in Astrocytes"
2.49798618446178e-07,2.78632688311195,0.782,0.362,0.00488431238647812,"EIF3L","Up in Neurons"
2.58617259287526e-07,-2.85839370008119,0.202,0.841,0.00505674327084901,"SIPA1L1","Up in Astrocytes"
2.60630671755962e-07,2.17151838192991,0.261,0.029,0.00509611152484433,"EIF4EBP1","Up in Neurons"
2.69267909137955e-07,1.71859785861995,0.941,0.623,0.00526499542737443,"RPL31","Up in Neurons"
2.70398227780451e-07,-3.61639952782223,0.042,0.507,0.00528709654779115,"MAP7","Up in Astrocytes"
2.7540071865679e-07,-3.4637985722381,0.034,0.551,0.00538491025189621,"FSIP2","Up in Astrocytes"
2.77132948822113e-07,-3.44623432903242,0.034,0.638,0.00541878054831878,"ADORA2B","Up in Astrocytes"
2.77352760948068e-07,2.34273064358745,0.908,0.478,0.00542307853481757,"RPS5","Up in Neurons"
2.80270718286776e-07,-3.04027482361181,0.076,0.464,0.00548013335466132,"BCAT2","Up in Astrocytes"
2.83155460655405e-07,2.50866277971135,0.924,0.536,0.00553653872219513,"RTN1","Up in Neurons"
2.85703682041658e-07,-3.31140093746965,0.134,0.783,0.00558636409496054,"ZMAT1","Up in Astrocytes"
3.07499372508885e-07,-1.72962056568177,0.597,0.899,0.00601253523066623,"SLC25A5","Up in Astrocytes"
3.08648298449109e-07,-2.37959434755488,0.025,0.304,0.00603500017957543,"VSTM4","Up in Astrocytes"
3.10209476936916e-07,-2.88993126440554,0,0.29,0.00606552590254751,"HSD17B14","Up in Astrocytes"
3.31246514868983e-07,-3.18313497627402,0.017,0.261,0.00647686310523322,"LOC641364","Up in Astrocytes"
3.39510684758576e-07,-3.32059132633878,0.017,0.29,0.00663845241908443,"C20orf72","Up in Astrocytes"
3.48896483825902e-07,-2.9998371648244,0.109,0.551,0.00682197294824787,"METTL15","Up in Astrocytes"
3.50079115111034e-07,-2.81026618906432,0.261,0.812,0.00684509693776605,"CAT","Up in Astrocytes"
3.53781679816865e-07,-2.25190634768585,0.403,0.957,0.00691749318545916,"RNPC3","Up in Astrocytes"
3.58511393081622e-07,2.7629557747907,0.664,0.435,0.00700997326892496,"HMP19","Up in Neurons"
3.62730418666363e-07,-3.79021771071133,0.059,0.42,0.0070924678761834,"ILDR2","Up in Astrocytes"
3.76725029913183e-07,-1.90919513008197,0.58,0.986,0.00736610450989246,"ARHGAP5","Up in Astrocytes"
3.7765958425851e-07,-2.33175558462062,0.437,0.913,0.00738437785100665,"LRRC8A","Up in Astrocytes"
3.79424631190719e-07,2.73211534422021,0.866,0.217,0.00741888981367212,"ZNF286A","Up in Neurons"
3.85113298420359e-07,0.739480809482039,0.798,0.464,0.00753012032401328,"ATP5EP2","Up in Neurons"
3.97262646452152e-07,-2.90607081491375,0.126,0.725,0.00776767652607893,"RAB4A","Up in Astrocytes"
4.12946838295851e-07,-3.39704644594514,0.076,0.478,0.00807434952919878,"MINA","Up in Astrocytes"
4.20433477606267e-07,-2.43934741627505,0.017,0.319,0.00822073578763534,"FZD8","Up in Astrocytes"
4.25807152944332e-07,2.98202394381433,0.319,0.029,0.00832580726152053,"TM6SF1","Up in Neurons"
4.34919246314673e-07,2.27582190464303,0.891,0.652,0.0085039760231908,"UCHL1","Up in Neurons"
4.37989080991445e-07,3.45866835354214,0.563,0.159,0.00856400050062573,"SORBS2","Up in Neurons"
4.66397222197049e-07,0.787834562887515,0.899,0.536,0.0091194648856189,"H3F3C","Up in Neurons"
4.74011262140747e-07,-0.935539094499837,0.924,0.986,0.00926834220863803,"APC","Up in Astrocytes"
4.74591604416077e-07,-3.21276533726201,0.084,0.855,0.00927968964114756,"IQCA1","Up in Astrocytes"
5.03762653721825e-07,-2.19066777479969,0.017,0.333,0.00985007116822284,"MICALL2","Up in Astrocytes"
5.12622122223237e-07,1.22507823384713,1,1,0.010023300355831,"DPYSL2","Up in Neurons"
5.39924200320409e-07,-2.62597254389788,0.244,0.928,0.010557137888865,"MGLL","Up in Astrocytes"
5.50077863328246e-07,-3.20136909037296,0.067,0.739,0.0107556724616572,"BZRAP1","Up in Astrocytes"
5.58083726131402e-07,-2.52500273230594,0.025,0.29,0.0109122110970473,"HIST2H2BF","Up in Astrocytes"
