"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","direction"
NA,-0.677622889569901,0.202,0.58,NA,"EIF4H","Not Significant"
NA,-4.17674187921004,0,0.377,NA,"APOL6","Not Significant"
NA,-5.08236331021612,0,0.377,NA,"ARHGAP31","Not Significant"
NA,0.595363631137939,0.101,0.478,NA,"TMEM41A","Not Significant"
NA,-1.22127579545825,0.176,0.551,NA,"INPP5B","Not Significant"
NA,-1.40618142943016,0.176,0.551,NA,"MAGI2-AS3","Not Significant"
NA,-0.820439434122874,0.176,0.551,NA,"WDR37","Not Significant"
NA,-1.20299607821411,0.118,0.493,NA,"CEP76","Not Significant"
NA,-0.0980076234297123,0.118,0.493,NA,"TM7SF3","Not Significant"
NA,-1.92470525950081,0.017,0.391,NA,"MYOT","Not Significant"
NA,1.10381704188413,0.017,0.391,NA,"PPM1M","Not Significant"
NA,-1.2202982462474,0.294,0.667,NA,"CLSTN1","Not Significant"
NA,-1.54825510667635,0.134,0.507,NA,"CLEC16A","Not Significant"
NA,-1.04095097342334,0.134,0.507,NA,"SNX17","Not Significant"
NA,0.822809351220343,0.395,0.768,NA,"UBE2A","Not Significant"
NA,-2.5834682649025,0.034,0.406,NA,"NR2E1","Not Significant"
NA,-0.611872073147386,0.092,0.464,NA,"RRN3P1","Not Significant"
NA,-1.76223733731302,0.151,0.522,NA,"FMNL3","Not Significant"
NA,-2.01529152374985,0.05,0.42,NA,"ZHX2","Not Significant"
NA,-0.997556870304661,0.109,0.478,NA,"GTPBP3","Not Significant"
NA,-1.3036286084735,0.109,0.478,NA,"KLHL15","Not Significant"
NA,-0.515690161072328,0.109,0.478,NA,"RIMKLA","Not Significant"
NA,-3.35417165746953,0.067,0.435,NA,"SLC2A1","Not Significant"
NA,-0.882854112287375,0.126,0.493,NA,"FTX","Not Significant"
NA,-0.296177343705661,0.126,0.493,NA,"MRPS9","Not Significant"
NA,-0.666831051321504,0.126,0.493,NA,"PLA2G12A","Not Significant"
NA,0.0436213361592332,0.185,0.551,NA,"S100PBP","Not Significant"
NA,0.170598168662516,0.185,0.551,NA,"SLC15A4","Not Significant"
NA,-1.38503620435072,0.025,0.391,NA,"COL6A4P2","Not Significant"
NA,-1.11800708071788,0.403,0.768,NA,"ATP2A2","Not Significant"
NA,-0.3495987945556,0.244,0.609,NA,"FADS2","Not Significant"
NA,-0.0571394419101292,0.084,0.449,NA,"LOC100506195","Not Significant"
NA,-2.3460474716661,0.084,0.449,NA,"MTRF1L","Not Significant"
NA,-1.58725139691657,0.042,0.406,NA,"C1orf146","Not Significant"
NA,-2.20097513985001,0.042,0.406,NA,"GNG7","Not Significant"
NA,-2.53355858254441,0.042,0.406,NA,"IKZF2","Not Significant"
NA,-0.131021369816443,0.042,0.406,NA,"TAS2R14","Not Significant"
NA,-2.37166080536753,0.042,0.406,NA,"THEM4","Not Significant"
NA,-1.08687794351806,0.143,0.507,NA,"NHLRC2","Not Significant"
NA,0.379561099206345,0.361,0.725,NA,"ZNF805","Not Significant"
NA,-1.46275277459647,0.101,0.464,NA,"RAVER2","Not Significant"
NA,-2.44387273987267,0.101,0.464,NA,"TUBGCP3","Not Significant"
NA,-3.2014409200947,0,0.362,NA,"NFATC4","Not Significant"
NA,0.149181616030075,0.176,0.536,NA,"ERRFI1","Not Significant"
NA,1.49240771576923,0.176,0.536,NA,"NECAP2","Not Significant"
NA,-1.03502217995651,0.118,0.478,NA,"ACAD9","Not Significant"
NA,-3.69119058262879,0.017,0.377,NA,"CLMN","Not Significant"
NA,-1.47271879172611,0.017,0.377,NA,"PAN3-AS1","Not Significant"
NA,-0.428128213209736,0.118,0.478,NA,"PDE8B","Not Significant"
NA,-0.923224986665897,0.235,0.594,NA,"ALG5","Not Significant"
NA,-0.541458655655985,0.395,0.754,NA,"CIR1","Not Significant"
NA,-1.98231181630064,0.076,0.435,NA,"DICER1-AS1","Not Significant"
NA,1.2020599555092,0.235,0.594,NA,"ETV1","Not Significant"
NA,-1.66970159858327,0.235,0.594,NA,"GNA12","Not Significant"
NA,1.04424961497233,0.134,0.493,NA,"KIF13B","Not Significant"
NA,2.25281323643559,0.193,0.551,NA,"ZMYM1","Not Significant"
NA,-1.99205502091725,0.034,0.391,NA,"CCL4","Not Significant"
NA,-2.60211007872208,0.034,0.391,NA,"CECR1","Not Significant"
NA,-0.108828252286018,0.092,0.449,NA,"MKNK1","Not Significant"
NA,-2.28453125810868,0.034,0.391,NA,"TEF","Not Significant"
NA,-1.36838919699225,0.05,0.406,NA,"GCLC","Not Significant"
NA,-2.23373162985145,0.21,0.565,NA,"TBC1D9B","Not Significant"
NA,0.341091860970996,0.168,0.522,NA,"KIT","Not Significant"
NA,1.21270261360337,0.168,0.522,NA,"RTTN","Not Significant"
NA,-1.99478671192211,0.008,0.362,NA,"SCN7A","Not Significant"
NA,-1.56314017391713,0.227,0.58,NA,"RORB","Not Significant"
NA,0.58346227108494,0.025,0.377,NA,"BICC1","Not Significant"
NA,-1.20803359167251,0.025,0.377,NA,"LETM2","Not Significant"
NA,0.290676616883744,0.185,0.536,NA,"DENND1B","Not Significant"
NA,0.0696272005433061,0.185,0.536,NA,"THRB","Not Significant"
NA,-1.01178712138496,0.084,0.435,NA,"BIN1","Not Significant"
NA,-0.485959058677417,0.084,0.435,NA,"PDK1","Not Significant"
NA,-0.477398263758644,0.143,0.493,NA,"RNFT1","Not Significant"
NA,-0.117552831657754,0.202,0.551,NA,"ARFGEF2","Not Significant"
NA,-0.629750622303372,0.202,0.551,NA,"EIF2B5","Not Significant"
NA,-1.12659921891242,0.042,0.391,NA,"FBXO15","Not Significant"
NA,1.13572679230433,0.042,0.391,NA,"HEATR7A","Not Significant"
NA,-2.26912284115365,0.042,0.391,NA,"RBMS2","Not Significant"
NA,1.424550551945,0.479,0.13,NA,"RAI14","Not Significant"
NA,3.47736383520162,0.378,0.029,NA,"TMSB15B","Not Significant"
NA,-1.35941767350631,0.059,0.406,NA,"TGDS","Not Significant"
NA,0.109838304463123,0.218,0.565,NA,"ADAM22","Not Significant"
NA,0.85661926486106,0.218,0.565,NA,"DIS3L2","Not Significant"
NA,-1.0347268959356,0.16,0.507,NA,"FUBP3","Not Significant"
NA,-2.68331760758389,0.017,0.362,NA,"CDH9","Not Significant"
NA,-0.59437751111855,0.395,0.739,NA,"FLCN","Not Significant"
NA,-2.17607734600878,0.134,0.478,NA,"SNX19","Not Significant"
NA,-0.302150257553154,0.193,0.536,NA,"PRUNE","Not Significant"
NA,-0.765634159055138,0.092,0.435,NA,"NUP210L","Not Significant"
NA,0.698867985086778,0.588,0.246,NA,"DLGAP1","Not Significant"
NA,-1.43886713700533,0.21,0.551,NA,"COL6A1","Not Significant"
NA,-1.34505511716403,0.21,0.551,NA,"MRPL24","Not Significant"
NA,-0.249712052904936,0.21,0.551,NA,"VOPP1","Not Significant"
NA,3.40411952504665,0.37,0.029,NA,"LINC00340","Not Significant"
NA,-2.06552550591536,0.109,0.449,NA,"ITFG3","Not Significant"
NA,-1.80421045293454,0.008,0.348,NA,"CEBPB","Not Significant"
NA,-2.78469663104353,0.008,0.348,NA,"EFHB","Not Significant"
NA,-1.13002684658773,0.008,0.348,NA,"FKBP10","Not Significant"
NA,-2.92766593069565,0.008,0.348,NA,"MFGE8","Not Significant"
NA,-0.469731445029711,0.067,0.406,NA,"SCAP","Not Significant"
NA,-1.26912979774362,0.168,0.507,NA,"SOAT1","Not Significant"
NA,0.28602574173519,0.126,0.464,NA,"KDM3A","Not Significant"
NA,-0.957307081184178,0.126,0.464,NA,"KIAA1217","Not Significant"
NA,-1.34514668332516,0.126,0.464,NA,"NOC3L","Not Significant"
NA,0.505396737365561,0.227,0.565,NA,"TYW1","Not Significant"
NA,0.657782228734539,0.345,0.681,NA,"ALKBH5","Not Significant"
NA,-1.25021655367223,0.084,0.42,NA,"ALS2CR8","Not Significant"
NA,-0.538972339432284,0.084,0.42,NA,"SERAC1","Not Significant"
NA,-0.419080660445764,0.042,0.377,NA,"PECR","Not Significant"
NA,-2.860370061697,0.042,0.377,NA,"SCO1","Not Significant"
NA,-0.513709482330428,0.202,0.536,NA,"KIAA0141","Not Significant"
NA,1.18558711747437,0.101,0.435,NA,"NUSAP1","Not Significant"
NA,-0.317554542464453,0.101,0.435,NA,"PEPD","Not Significant"
NA,-4.01897235274871,0.059,0.391,NA,"DPY19L4","Not Significant"
NA,-0.220671833021572,0.378,0.71,NA,"GNA13","Not Significant"
NA,-0.678572486643385,0.378,0.71,NA,"NUMA1","Not Significant"
NA,-0.135412017561404,0.277,0.609,NA,"UBE2Q2P1","Not Significant"
NA,0.406166067226025,0.118,0.449,NA,"ANO6","Not Significant"
NA,-0.143485622686073,0.118,0.449,NA,"PIGL","Not Significant"
NA,-3.51284356077352,0.017,0.348,NA,"CAPN3","Not Significant"
NA,-1.48336913928136,0.017,0.348,NA,"ERI2","Not Significant"
NA,-2.06225515069001,0.017,0.348,NA,"ZMYND12","Not Significant"
NA,-0.00859039347632429,0.076,0.406,NA,"BLMH","Not Significant"
NA,-0.679953021909864,0.134,0.464,NA,"PCCB","Not Significant"
NA,-1.83411244027546,0.193,0.522,NA,"HIP1R","Not Significant"
NA,0.149515077342864,0.193,0.522,NA,"NPY1R","Not Significant"
NA,1.86880902693101,0.353,0.681,NA,"LARP4","Not Significant"
NA,-0.917459037868825,0.252,0.58,NA,"ZNF25","Not Significant"
NA,0.487740920700363,0.092,0.42,NA,"ZNF276","Not Significant"
NA,-1.57569881476538,0.05,0.377,NA,"RAB34","Not Significant"
NA,0.335992614372975,0.05,0.377,NA,"SALL3","Not Significant"
NA,0.687565171370319,0.05,0.377,NA,"THSD7B","Not Significant"
NA,0.105340987934335,0.151,0.478,NA,"LIN52","Not Significant"
NA,-1.12079609899895,0.151,0.478,NA,"NCAPD3","Not Significant"
NA,-1.23006767269304,0.109,0.435,NA,"CREBL2","Not Significant"
NA,-1.85497553527239,0.109,0.435,NA,"LARGE","Not Significant"
NA,-2.09376306223027,0.008,0.333,NA,"ADAMTS17","Not Significant"
NA,-2.30437616199651,0.008,0.333,NA,"HOGA1","Not Significant"
NA,-4.03670531095058,0.008,0.333,NA,"SDS","Not Significant"
NA,-0.0271903657993118,0.227,0.551,NA,"ARHGEF11","Not Significant"
NA,0.440698651928243,0.227,0.551,NA,"ZNF333","Not Significant"
NA,0.277075515521632,0.773,0.449,NA,"HNRNPA1L2","Not Significant"
NA,-0.500287201535449,0.067,0.391,NA,"SART1","Not Significant"
NA,-0.754626299131743,0.126,0.449,NA,"SCN1A","Not Significant"
NA,-2.22111484983711,0.025,0.348,NA,"TMEM22","Not Significant"
NA,-0.779487306337769,0.185,0.507,NA,"CPEB2","Not Significant"
NA,-0.073443546144111,0.185,0.507,NA,"FH","Not Significant"
NA,-0.144008227753345,0.084,0.406,NA,"SLC25A16","Not Significant"
NA,-1.96175493901975,0.143,0.464,NA,"KIAA1530","Not Significant"
NA,-0.955953763055031,0.202,0.522,NA,"CEP192","Not Significant"
NA,-0.346796041541001,0.202,0.522,NA,"CPEB3","Not Significant"
NA,-3.78175972920019,0.042,0.362,NA,"PLP1","Not Significant"
NA,-0.687851679091933,0.042,0.362,NA,"RTN4IP1","Not Significant"
NA,1.41710914760547,0.378,0.058,NA,"ZNF124","Not Significant"
NA,-1.85482485663151,0,0.319,NA,"ADRA1A","Not Significant"
NA,-1.35767552402321,0,0.319,NA,"C9orf43","Not Significant"
NA,0.134863488962006,0.319,0.638,NA,"CRNKL1","Not Significant"
NA,0.527922015116455,0.261,0.58,NA,"ARL13B","Not Significant"
NA,2.77968549200793,0.58,0.261,NA,"FGF13","Not Significant"
NA,-0.61268080357804,0.261,0.58,NA,"FGFR1OP2","Not Significant"
NA,-1.35846257637223,0.101,0.42,NA,"PPPDE1","Not Significant"
NA,-1.37670350859292,0.261,0.58,NA,"RSRC1","Not Significant"
NA,-1.0210247217139,0.218,0.536,NA,"NBPF9","Not Significant"
NA,-0.259461968042148,0.378,0.696,NA,"SGK494","Not Significant"
NA,-0.905688460818642,0.118,0.435,NA,"AHSA2","Not Significant"
NA,-0.295052609676342,0.176,0.493,NA,"CDKL3","Not Significant"
NA,-1.27297368702118,0.176,0.493,NA,"GGA3","Not Significant"
NA,0.0712303247725288,0.118,0.435,NA,"LOC100505716","Not Significant"
NA,0.665280578516563,0.437,0.754,NA,"NCBP1","Not Significant"
NA,-0.421480047427111,0.118,0.435,NA,"SNAP29","Not Significant"
NA,1.02027151751935,0.538,0.855,NA,"DCAKD","Not Significant"
NA,0.0982489766227339,0.277,0.594,NA,"HAT1","Not Significant"
NA,-0.588073807421711,0.235,0.551,NA,"RPAP3","Not Significant"
NA,-2.21861719659381,0.017,0.333,NA,"EAF2","Not Significant"
NA,-1.69235022791707,0.017,0.333,NA,"TSPAN12","Not Significant"
NA,0.770633581895439,0.134,0.449,NA,"AP1B1","Not Significant"
NA,-0.457768544139047,0.134,0.449,NA,"ZNF592","Not Significant"
NA,-0.475718424972524,0.092,0.406,NA,"IQSEC1","Not Significant"
NA,-1.74286774814035,0.092,0.406,NA,"TRPT1","Not Significant"
NA,0.902243421236779,0.193,0.507,NA,"DUSP16","Not Significant"
NA,0.16105217961367,0.454,0.768,NA,"MLLT10","Not Significant"
NA,-1.3378975407526,0.193,0.507,NA,"MTSS1L","Not Significant"
NA,-1.04984907318033,0.193,0.507,NA,"NPC1","Not Significant"
NA,1.9635294288795,0.193,0.507,NA,"RPF1","Not Significant"
NA,0.112577957662686,0.193,0.507,NA,"TDP2","Not Significant"
NA,-2.15893833804866,0.034,0.348,NA,"LOC100506497","Not Significant"
NA,-2.97279600098503,0.034,0.348,NA,"TPCN2","Not Significant"
NA,-2.10865418514549,0.151,0.464,NA,"PHKA2","Not Significant"
NA,1.26765656222446,0.151,0.464,NA,"YES1","Not Significant"
NA,2.38060453874111,0.429,0.116,NA,"DNAH10","Not Significant"
NA,1.07595500967323,0.252,0.565,NA,"GCFC2","Not Significant"
NA,-1.95981514172414,0.05,0.362,NA,"GABPB2","Not Significant"
NA,-0.929556000649849,0.05,0.362,NA,"RASSF8","Not Significant"
NA,-5.15571351279837,0.008,0.319,NA,"ACOX2","Not Significant"
NA,-0.253365195554061,0.109,0.42,NA,"C3orf15","Not Significant"
NA,-3.97344093666984,0.008,0.319,NA,"DAAM2","Not Significant"
NA,-0.880309066345077,0.269,0.58,NA,"KIAA1826","Not Significant"
NA,-0.79390167702313,0.328,0.638,NA,"PEX1","Not Significant"
NA,0.0909236743160844,0.328,0.638,NA,"STAG1","Not Significant"
NA,-1.06854308768387,0.227,0.536,NA,"HPS4","Not Significant"
NA,2.24219766105333,0.454,0.145,NA,"PELI1","Not Significant"
NA,-0.545830495326456,0.227,0.536,NA,"SNAPC3","Not Significant"
NA,-1.43080341247079,0.126,0.435,NA,"GRID1","Not Significant"
NA,-1.13316079722411,0.126,0.435,NA,"USP53","Not Significant"
NA,-2.49291085770958,0.025,0.333,NA,"HSF4","Not Significant"
NA,1.0160281569891,0.025,0.333,NA,"NEK7","Not Significant"
NA,-1.96699891708907,0.025,0.333,NA,"OMA1","Not Significant"
NA,-1.28165536135011,0.025,0.333,NA,"THAP7-AS1","Not Significant"
NA,0.705246724007967,0.244,0.551,NA,"FASTKD2","Not Significant"
NA,0.866433492401192,0.244,0.551,NA,"SP1","Not Significant"
NA,-1.53560107919636,0.042,0.348,NA,"MIR3682","Not Significant"
NA,-1.1572375706734,0.042,0.348,NA,"ZNF767","Not Significant"
NA,0.539828662604651,0.202,0.507,NA,"GPR180","Not Significant"
NA,1.24205768666997,0.202,0.507,NA,"PAQR3","Not Significant"
NA,0.719874559406787,0.16,0.464,NA,"PANK1","Not Significant"
NA,-2.49339508485594,0.16,0.464,NA,"SLC19A2","Not Significant"
NA,-0.41010102759862,0.261,0.565,NA,"WDR35","Not Significant"
NA,-0.761619227019289,0.277,0.58,NA,"FOXRED1","Not Significant"
NA,-0.602430352023975,0.277,0.58,NA,"RAPGEF6","Not Significant"
NA,-0.370894013243142,0.277,0.58,NA,"STK25","Not Significant"
NA,-0.452868302407797,0.336,0.638,NA,"FEM1C","Not Significant"
NA,-3.00616081045569,0.017,0.319,NA,"KNDC1","Not Significant"
NA,-1.10905439504804,0.235,0.536,NA,"CYFIP1","Not Significant"
NA,-0.452134225681233,0.134,0.435,NA,"FEN1","Not Significant"
NA,-1.66512771990884,0.076,0.377,NA,"MARCH2","Not Significant"
NA,0.545606844164506,0.193,0.493,NA,"PPIEL","Not Significant"
NA,0.355586774876755,0.294,0.594,NA,"SRSF4","Not Significant"
NA,-0.916692365382325,0.252,0.551,NA,"CEP104","Not Significant"
NA,0.870263484287911,0.252,0.551,NA,"CPSF3","Not Significant"
NA,-0.114945210952223,0.092,0.391,NA,"FAM135B","Not Significant"
NA,-0.211836711225835,0.034,0.333,NA,"LOC100507331","Not Significant"
NA,-0.911746786388345,0.092,0.391,NA,"PDZRN3","Not Significant"
NA,-1.44125992844592,0.034,0.333,NA,"SRD5A3","Not Significant"
NA,-0.85027526662979,0.034,0.333,NA,"ZNF77","Not Significant"
NA,-2.0032377411383,0.05,0.348,NA,"CAMKMT","Not Significant"
NA,-2.88669690455354,0.05,0.348,NA,"PNPLA7","Not Significant"
NA,-0.906389603227738,0.05,0.348,NA,"RAB40B","Not Significant"
NA,-1.32276167543139,0.21,0.507,NA,"ASRGL1","Not Significant"
NA,-0.409177635916635,0.529,0.232,NA,"BCL7A","Not Significant"
NA,-1.75043720793622,0.109,0.406,NA,"LETMD1","Not Significant"
NA,-3.57061896144579,0.008,0.304,NA,"ANXA11","Not Significant"
NA,-2.78810201572829,0.008,0.304,NA,"C2orf73","Not Significant"
NA,-3.56916051000706,0.008,0.304,NA,"HDAC11","Not Significant"
NA,-2.46937114779068,0.008,0.304,NA,"LOC100129213","Not Significant"
NA,-2.91083651764464,0.008,0.304,NA,"LOC100499183","Not Significant"
NA,-1.52913814435343,0.008,0.304,NA,"LOC284009","Not Significant"
NA,-0.803066936911291,0.067,0.362,NA,"ACO1","Not Significant"
NA,-0.978075212362448,0.067,0.362,NA,"MANBA","Not Significant"
NA,-1.60006592395242,0.067,0.362,NA,"SIAE","Not Significant"
NA,1.87213713280164,0.395,0.101,NA,"LZTS1","Not Significant"
NA,-1.33861447318709,0.126,0.42,NA,"PIAS3","Not Significant"
NA,-1.23910738058406,0.025,0.319,NA,"RASA3","Not Significant"
NA,-1.41911608894767,0.025,0.319,NA,"VWA5A","Not Significant"
NA,-0.169266736721874,0.185,0.478,NA,"CCDC58","Not Significant"
NA,-0.964234272300434,0.185,0.478,NA,"COG1","Not Significant"
NA,1.25288014332777,0.084,0.377,NA,"DUSP10","Not Significant"
NA,-0.679128488930173,0.185,0.478,NA,"NCOA7","Not Significant"
NA,0.0402969058773972,0.403,0.696,NA,"TCEA1","Not Significant"
NA,0.0686334938399806,0.403,0.696,NA,"TET1","Not Significant"
NA,-1.53657418667376,0.143,0.435,NA,"CMTM6","Not Significant"
NA,3.11441640911493,0.437,0.145,NA,"LCORL","Not Significant"
NA,0.608343382312191,0.143,0.435,NA,"PDZD8","Not Significant"
NA,-0.689891373811872,0.143,0.435,NA,"RBBP9","Not Significant"
NA,-2.15188805078881,0.143,0.435,NA,"STK39","Not Significant"
NA,-0.440553599615328,0.361,0.652,NA,"EHMT1","Not Significant"
NA,1.44872706536072,0.639,0.348,NA,"PABPC3","Not Significant"
NA,-0.0416629382670837,0.303,0.594,NA,"EXOC2","Not Significant"
NA,1.13875901816786,0.303,0.594,NA,"MAPK14","Not Significant"
NA,0.160669129975596,0.202,0.493,NA,"RANBP17","Not Significant"
NA,-1.71629458968723,0.101,0.391,NA,"NDUFAF1","Not Significant"
NA,-0.754487121072147,0.101,0.391,NA,"PHYH","Not Significant"
NA,0.582163712000208,0.101,0.391,NA,"ZNF182","Not Significant"
NA,-3.53738225744989,0,0.29,NA,"AGTRAP","Not Significant"
NA,-1.6276511684275,0,0.29,NA,"C1orf87","Not Significant"
NA,-3.60266077214321,0,0.29,NA,"LAMA3","Not Significant"
NA,-3.15262116251761,0,0.29,NA,"LATS2","Not Significant"
NA,3.86557814518732,0.319,0.029,NA,"TSIX","Not Significant"
NA,0.583364194281589,0.218,0.507,NA,"CDK17","Not Significant"
NA,-1.37122463050554,0.16,0.449,NA,"COQ9","Not Significant"
NA,-0.937966343681405,0.479,0.768,NA,"LUC7L2","Not Significant"
NA,0.361922490980561,0.218,0.507,NA,"PEX11B","Not Significant"
NA,-2.73981653703171,0.059,0.348,NA,"G6PC3","Not Significant"
NA,-1.44967575366342,0.059,0.348,NA,"LTBP1","Not Significant"
NA,1.60763889960554,0.118,0.406,NA,"B7H6","Not Significant"
NA,-1.20787181250785,0.118,0.406,NA,"C14orf101","Not Significant"
NA,-0.0299673917146044,0.176,0.464,NA,"CEP70","Not Significant"
NA,0.12355462275389,0.118,0.406,NA,"LRRC57","Not Significant"
NA,-0.863277860489953,0.176,0.464,NA,"PIGB","Not Significant"
NA,-1.01217821054967,0.118,0.406,NA,"SNORD116-20","Not Significant"
NA,0.908651834372122,0.277,0.565,NA,"ZEB1","Not Significant"
NA,-0.440718316456013,0.235,0.522,NA,"C16orf62","Not Significant"
NA,0.922860312171241,0.235,0.522,NA,"ZNF780B","Not Significant"
NA,-3.08186513325634,0.017,0.304,NA,"EFCAB2","Not Significant"
NA,-1.5721776925581,0.017,0.304,NA,"PLEKHA2","Not Significant"
NA,-1.1645953915645,0.017,0.304,NA,"RGMA","Not Significant"
NA,-2.73258116335881,0.076,0.362,NA,"ARAP1","Not Significant"
NA,-0.167138646536135,0.294,0.58,NA,"CADM3","Not Significant"
NA,-2.12508068894834,0.076,0.362,NA,"FBXO18","Not Significant"
NA,-3.35635728498037,0.134,0.42,NA,"PIK3R4","Not Significant"
NA,-1.04476932437643,0.076,0.362,NA,"PLCD1","Not Significant"
NA,-0.841922934911989,0.134,0.42,NA,"YPEL2","Not Significant"
NA,1.59090028841799,0.034,0.319,NA,"AVPI1","Not Significant"
NA,-0.742418970703723,0.092,0.377,NA,"BRE","Not Significant"
NA,-1.29522056945629,0.092,0.377,NA,"C2orf28","Not Significant"
NA,-2.20059329078125,0.092,0.377,NA,"C8orf46","Not Significant"
NA,0.39622284010095,0.034,0.319,NA,"CPVL","Not Significant"
NA,-1.35193382195841,0.034,0.319,NA,"POFUT1","Not Significant"
NA,-0.858583676872748,0.193,0.478,NA,"B4GALNT4","Not Significant"
NA,-0.207856662848518,0.193,0.478,NA,"DTX1","Not Significant"
NA,0.31277182026992,0.252,0.536,NA,"KAZN","Not Significant"
NA,0.397797655647468,0.21,0.493,NA,"AGAP6","Not Significant"
NA,-1.6948163998929,0.05,0.333,NA,"BDH1","Not Significant"
NA,-1.53218820824411,0.05,0.333,NA,"HIBADH","Not Significant"
NA,-0.848388143566206,0.05,0.333,NA,"LOC100506713","Not Significant"
NA,-1.32211745184951,0.05,0.333,NA,"THG1L","Not Significant"
NA,-0.234456588178397,0.05,0.333,NA,"TMEM213","Not Significant"
NA,-0.0899460930527463,0.109,0.391,NA,"BTBD3","Not Significant"
NA,1.02790463619239,0.269,0.551,NA,"C1orf21","Not Significant"
NA,1.34010093829373,0.269,0.551,NA,"C7orf60","Not Significant"
NA,-2.06754946042683,0.109,0.391,NA,"HSCB","Not Significant"
NA,0.266600212965336,0.37,0.652,NA,"PPP1R12B","Not Significant"
NA,-2.70605180994267,0.008,0.29,NA,"EHD2","Not Significant"
NA,-3.59494488820384,0.008,0.29,NA,"FRMD6","Not Significant"
NA,3.52765975792901,0.311,0.029,NA,"LPAR2","Not Significant"
NA,-1.09933467813989,0.008,0.29,NA,"SP8","Not Significant"
NA,1.93183508532174,0.412,0.13,NA,"ZNF281","Not Significant"
NA,-1.83579802087,0.067,0.348,NA,"MARCH8","Not Significant"
NA,-1.49560717793117,0.067,0.348,NA,"RFX2","Not Significant"
NA,0.102600825322396,0.227,0.507,NA,"C4orf21","Not Significant"
NA,1.19394647557139,0.387,0.667,NA,"CAPRIN2","Not Significant"
NA,0.0211208928835784,0.454,0.174,NA,"FLJ44635","Not Significant"
NA,0.759563487208498,0.454,0.174,NA,"HIST1H1E","Not Significant"
NA,-1.33447326984091,0.126,0.406,NA,"MBTPS2","Not Significant"
NA,1.20750888272582,0.227,0.507,NA,"ZDHHC13","Not Significant"
NA,-0.630145085064494,0.546,0.826,NA,"DENND5A","Not Significant"
NA,0.342386619177818,0.504,0.783,NA,"SLC30A9","Not Significant"
NA,-1.28766748381662,0.025,0.304,NA,"AEBP1","Not Significant"
NA,-0.705662636861055,0.286,0.565,NA,"GTF3C1","Not Significant"
NA,3.2345853932596,0.437,0.159,NA,"DOK6","Not Significant"
NA,-0.205005488089159,0.403,0.681,NA,"RPRD2","Not Significant"
NA,-2.83581408789267,0.084,0.362,NA,"C14orf45","Not Significant"
NA,-1.78158380164227,0.084,0.362,NA,"CRTAP","Not Significant"
NA,-0.260396217857541,0.084,0.362,NA,"LOC441204","Not Significant"
NA,-1.259256881735,0.084,0.362,NA,"SIDT2","Not Significant"
NA,0.244737081366356,0.143,0.42,NA,"ARX","Not Significant"
NA,0.176642856415603,0.143,0.42,NA,"IPO8","Not Significant"
NA,-0.417290116386957,0.361,0.638,NA,"SGSM2","Not Significant"
NA,-2.71587039721655,0.042,0.319,NA,"ZCWPW1","Not Significant"
NA,-0.0133967808755699,0.462,0.739,NA,"SEMA6D","Not Significant"
NA,-1.86396500133129,0.101,0.377,NA,"COMT","Not Significant"
NA,-0.444771321122795,0.202,0.478,NA,"DUSP11","Not Significant"
NA,-0.969648211688632,0.202,0.478,NA,"NBPF16","Not Significant"
NA,-0.309586552701295,0.202,0.478,NA,"POR","Not Significant"
NA,0.967897584437685,0.202,0.478,NA,"SDK2","Not Significant"
NA,3.96196421760981,0.58,0.304,NA,"UBXN2B","Not Significant"
NA,-2.19732115954093,0,0.275,NA,"ASPA","Not Significant"
NA,-1.20435836933694,0.261,0.536,NA,"COQ10B","Not Significant"
NA,-2.67665773006234,0,0.275,NA,"LOC389834","Not Significant"
NA,-3.51951960008638,0,0.275,NA,"LRAT","Not Significant"
NA,-4.123106322189,0,0.275,NA,"PEX12","Not Significant"
NA,-0.624395221567238,0.16,0.435,NA,"PRKACA","Not Significant"
NA,0.69018948340967,0.16,0.435,NA,"ZNF383","Not Significant"
NA,-0.604027165733175,0.319,0.594,NA,"EPS15L1","Not Significant"
NA,0.488492314845953,0.277,0.551,NA,"COX11","Not Significant"
NA,-1.10288293672362,0.059,0.333,NA,"FAM63A","Not Significant"
NA,-0.0327019992906799,0.277,0.551,NA,"PITRM1","Not Significant"
NA,-0.30702490665354,0.176,0.449,NA,"C19orf12","Not Significant"
NA,0.78517347761875,0.176,0.449,NA,"FAM108B1","Not Significant"
NA,-0.202733571872988,0.176,0.449,NA,"NUDCD2","Not Significant"
NA,-0.534924770686795,0.176,0.449,NA,"PDDC1","Not Significant"
NA,-0.393772581654331,0.176,0.449,NA,"ZNF423","Not Significant"
NA,-0.395982206751081,0.336,0.609,NA,"NUDC","Not Significant"
NA,-1.10973448175649,0.336,0.609,NA,"RAB6B","Not Significant"
NA,-0.255925026506026,0.235,0.507,NA,"CHMP2B","Not Significant"
NA,-0.420406087572498,0.395,0.667,NA,"GNL3L","Not Significant"
NA,0.88536913244607,0.134,0.406,NA,"PUS3","Not Significant"
NA,-1.24793675646896,0.076,0.348,NA,"BAI1","Not Significant"
NA,-1.22406128686741,0.076,0.348,NA,"CDK11B","Not Significant"
NA,0.603194205224926,0.193,0.464,NA,"CDC42SE1","Not Significant"
NA,2.44629424340731,0.445,0.174,NA,"NCALD","Not Significant"
